3135
# Request number,Source,Demand,#Dest,Destination
134,11,3.00000000,1,96
135,11,9.00000000,1,61
136,11,8.00000000,1,39
137,12,0.00000000,1,118
138,12,10.00000000,1,208
139,12,8.00000000,1,201
140,13,0.00000000,1,212
141,13,3.00000000,1,106
142,13,0.00000000,1,37
143,13,3.00000000,1,97
144,14,6.00000000,1,177
145,14,5.00000000,1,106
146,14,8.00000000,1,17
147,14,9.00000000,1,193
148,14,2.00000000,1,214
149,14,4.00000000,1,11
150,14,3.00000000,1,151
151,14,0.00000000,1,47
152,14,2.00000000,1,21
153,14,2.00000000,1,154
154,14,7.00000000,1,193
155,14,0.00000000,1,225
156,14,1.00000000,1,126
157,14,2.00000000,1,168
158,15,8.00000000,1,134
159,16,2.00000000,1,84
160,17,1.00000000,1,231
161,17,0.00000000,1,35
162,17,10.00000000,1,85
163,17,6.00000000,1,56
164,17,1.00000000,1,209
165,17,7.00000000,1,108
166,17,7.00000000,1,102
167,17,8.00000000,1,78
168,17,8.00000000,1,48
169,17,1.00000000,1,254
170,17,2.00000000,1,113
171,17,8.00000000,1,226
172,17,10.00000000,1,226
173,17,2.00000000,1,155
174,18,4.00000000,1,101
175,18,8.00000000,1,42
176,18,2.00000000,1,137
177,18,8.00000000,1,130
178,18,5.00000000,1,122
179,18,4.00000000,1,120
180,18,5.00000000,1,99
181,18,10.00000000,1,38
182,18,6.00000000,1,218
183,18,3.00000000,1,109
184,18,7.00000000,1,98
185,18,2.00000000,1,150
186,18,7.00000000,1,52
187,18,9.00000000,1,57
188,18,5.00000000,1,63
189,18,4.00000000,1,94
190,18,7.00000000,1,109
191,18,6.00000000,1,227
192,18,4.00000000,1,40
193,18,10.00000000,1,30
194,18,4.00000000,1,29
195,18,7.00000000,1,194
196,18,7.00000000,1,63
197,19,1.00000000,1,132
198,19,4.00000000,1,20
199,19,5.00000000,1,101
200,19,4.00000000,1,40
201,19,10.00000000,1,201
202,19,0.00000000,1,231
203,19,7.00000000,1,142
204,19,7.00000000,1,54
205,19,3.00000000,1,220
206,20,9.00000000,1,141
207,20,9.00000000,1,190
208,20,0.00000000,1,235
209,20,9.00000000,1,255
210,20,3.00000000,1,208
211,20,10.00000000,1,117
212,20,10.00000000,1,140
213,20,9.00000000,1,135
214,20,2.00000000,1,115
215,20,2.00000000,1,208
216,20,1.00000000,1,130
217,20,4.00000000,1,219
218,20,10.00000000,1,70
219,20,8.00000000,1,43
220,21,10.00000000,1,48
221,21,6.00000000,1,112
222,21,7.00000000,1,167
223,21,1.00000000,1,134
224,22,9.00000000,1,170
225,22,10.00000000,1,104
226,22,10.00000000,1,11
227,22,5.00000000,1,252
228,22,3.00000000,1,202
229,22,0.00000000,1,125
230,22,9.00000000,1,137
231,22,8.00000000,1,65
232,22,6.00000000,1,253
233,22,8.00000000,1,79
234,22,2.00000000,1,246
235,22,0.00000000,1,123
236,22,6.00000000,1,153
237,22,9.00000000,1,211
238,22,10.00000000,1,240
239,22,9.00000000,1,58
240,22,9.00000000,1,166
241,22,4.00000000,1,83
242,22,5.00000000,1,11
243,22,4.00000000,1,161
244,22,8.00000000,1,94
245,22,5.00000000,1,236
246,22,6.00000000,1,76
247,22,2.00000000,1,230
248,22,3.00000000,1,180
249,23,5.00000000,1,170
250,23,4.00000000,1,207
251,23,10.00000000,1,176
252,23,4.00000000,1,39
253,24,3.00000000,1,157
254,24,4.00000000,1,77
255,24,4.00000000,1,121
256,24,3.00000000,1,89
257,24,10.00000000,1,124
258,24,5.00000000,1,193
259,24,6.00000000,1,205
260,24,5.00000000,1,135
261,24,5.00000000,1,35
262,24,2.00000000,1,184
263,24,9.00000000,1,135
264,24,6.00000000,1,76
265,24,7.00000000,1,90
266,24,3.00000000,1,78
267,24,6.00000000,1,153
268,24,2.00000000,1,61
269,24,9.00000000,1,96
270,24,3.00000000,1,177
271,24,7.00000000,1,173
272,24,6.00000000,1,65
273,25,7.00000000,1,65
274,25,3.00000000,1,213
275,25,10.00000000,1,228
276,25,8.00000000,1,159
277,25,9.00000000,1,66
278,25,10.00000000,1,38
279,25,7.00000000,1,76
280,25,4.00000000,1,33
281,25,0.00000000,1,147
282,26,8.00000000,1,143
283,26,1.00000000,1,83
284,26,2.00000000,1,67
285,26,10.00000000,1,175
286,26,10.00000000,1,202
287,26,1.00000000,1,213
288,26,5.00000000,1,211
289,26,6.00000000,1,149
290,26,1.00000000,1,90
291,26,4.00000000,1,101
292,26,7.00000000,1,42
293,26,8.00000000,1,7
294,26,7.00000000,1,161
295,27,1.00000000,1,166
296,27,1.00000000,1,201
297,27,10.00000000,1,105
298,27,8.00000000,1,52
299,27,3.00000000,1,44
300,27,0.00000000,1,1
301,27,8.00000000,1,23
302,27,1.00000000,1,198
303,27,8.00000000,1,157
304,27,3.00000000,1,166
305,27,4.00000000,1,11
306,27,8.00000000,1,129
307,27,6.00000000,1,97
308,27,3.00000000,1,104
309,27,5.00000000,1,98
310,27,7.00000000,1,84
311,27,2.00000000,1,231
312,27,9.00000000,1,23
313,27,8.00000000,1,120
314,27,5.00000000,1,146
315,27,8.00000000,1,29
316,27,4.00000000,1,41
317,27,6.00000000,1,114
318,27,0.00000000,1,116
319,27,5.00000000,1,250
320,28,4.00000000,1,184
321,28,4.00000000,1,176
322,28,1.00000000,1,87
323,28,5.00000000,1,223
324,28,2.00000000,1,108
325,28,10.00000000,1,141
326,28,2.00000000,1,217
327,28,6.00000000,1,67
328,28,0.00000000,1,17
329,28,2.00000000,1,165
330,28,5.00000000,1,121
331,28,4.00000000,1,247
332,28,1.00000000,1,21
333,28,2.00000000,1,224
334,28,7.00000000,1,96
335,28,6.00000000,1,110
336,28,3.00000000,1,123
337,28,9.00000000,1,91
338,28,0.00000000,1,138
339,28,10.00000000,1,143
340,28,8.00000000,1,92
341,28,3.00000000,1,229
342,28,9.00000000,1,74
343,29,0.00000000,1,155
344,29,9.00000000,1,64
345,29,7.00000000,1,198
346,29,1.00000000,1,177
347,29,6.00000000,1,48
348,29,2.00000000,1,16
349,29,3.00000000,1,117
350,29,6.00000000,1,3
351,29,0.00000000,1,158
352,29,10.00000000,1,239
353,29,1.00000000,1,80
354,29,0.00000000,1,200
355,29,7.00000000,1,67
356,29,1.00000000,1,40
357,30,5.00000000,1,233
358,30,4.00000000,1,71
359,30,5.00000000,1,129
360,30,5.00000000,1,49
361,30,10.00000000,1,205
362,30,7.00000000,1,158
363,30,9.00000000,1,129
364,30,8.00000000,1,140
365,30,7.00000000,1,16
366,30,8.00000000,1,154
367,31,2.00000000,1,207
368,32,8.00000000,1,80
369,32,10.00000000,1,191
370,32,5.00000000,1,28
371,32,9.00000000,1,3
372,32,9.00000000,1,127
373,32,8.00000000,1,137
374,32,6.00000000,1,185
375,32,1.00000000,1,52
376,32,6.00000000,1,96
377,32,9.00000000,1,229
378,32,10.00000000,1,2
379,32,8.00000000,1,66
380,32,6.00000000,1,13
381,32,1.00000000,1,182
382,32,7.00000000,1,236
383,32,4.00000000,1,184
384,32,7.00000000,1,115
385,33,8.00000000,1,126
386,34,7.00000000,1,216
387,34,4.00000000,1,211
388,34,5.00000000,1,1
389,34,6.00000000,1,80
390,34,1.00000000,1,22
391,34,4.00000000,1,67
392,34,3.00000000,1,131
393,34,3.00000000,1,21
394,34,0.00000000,1,152
395,34,0.00000000,1,44
396,34,5.00000000,1,139
397,34,0.00000000,1,14
398,34,3.00000000,1,188
399,34,9.00000000,1,202
400,34,9.00000000,1,61
401,34,6.00000000,1,148
402,34,2.00000000,1,146
403,34,8.00000000,1,175
404,34,9.00000000,1,181
405,35,3.00000000,1,213
406,35,6.00000000,1,106
407,35,0.00000000,1,252
408,35,0.00000000,1,118
409,35,5.00000000,1,75
410,35,3.00000000,1,107
411,35,6.00000000,1,177
412,35,0.00000000,1,219
413,35,0.00000000,1,90
414,35,8.00000000,1,114
415,35,3.00000000,1,130
416,35,10.00000000,1,113
417,35,5.00000000,1,140
418,35,2.00000000,1,94
419,35,1.00000000,1,78
420,35,2.00000000,1,250
421,35,5.00000000,1,176
422,35,8.00000000,1,116
423,35,5.00000000,1,117
424,35,6.00000000,1,220
425,36,6.00000000,1,70
426,36,10.00000000,1,242
427,36,7.00000000,1,129
428,36,2.00000000,1,127
429,36,3.00000000,1,203
430,36,8.00000000,1,54
431,36,0.00000000,1,73
432,36,2.00000000,1,2
433,36,9.00000000,1,210
434,36,4.00000000,1,26
435,36,9.00000000,1,247
436,36,8.00000000,1,38
437,36,3.00000000,1,64
438,36,6.00000000,1,163
439,36,2.00000000,1,185
440,36,6.00000000,1,136
441,36,2.00000000,1,173
442,36,1.00000000,1,42
443,36,9.00000000,1,178
444,36,8.00000000,1,93
445,37,1.00000000,1,90
446,38,3.00000000,1,119
447,38,2.00000000,1,235
448,38,5.00000000,1,105
449,39,1.00000000,1,108
450,39,3.00000000,1,152
451,39,3.00000000,1,87
452,39,4.00000000,1,135
453,39,6.00000000,1,223
454,39,10.00000000,1,104
455,40,8.00000000,1,213
456,40,2.00000000,1,164
457,40,5.00000000,1,188
458,40,7.00000000,1,95
459,41,5.00000000,1,143
460,41,6.00000000,1,42
461,41,8.00000000,1,20
462,41,3.00000000,1,212
463,41,10.00000000,1,17
464,41,5.00000000,1,24
465,41,7.00000000,1,174
466,41,6.00000000,1,115
467,41,6.00000000,1,96
468,41,0.00000000,1,32
469,41,7.00000000,1,93
470,41,3.00000000,1,47
471,41,6.00000000,1,83
472,41,4.00000000,1,215
473,41,7.00000000,1,89
474,41,6.00000000,1,13
475,41,9.00000000,1,38
476,41,0.00000000,1,85
477,41,7.00000000,1,128
478,42,10.00000000,1,43
479,42,10.00000000,1,55
480,42,1.00000000,1,237
481,43,3.00000000,1,160
482,43,0.00000000,1,78
483,43,5.00000000,1,159
484,43,9.00000000,1,252
485,43,4.00000000,1,54
486,43,3.00000000,1,142
487,43,5.00000000,1,176
488,43,5.00000000,1,191
489,43,8.00000000,1,177
490,43,9.00000000,1,133
491,43,10.00000000,1,18
492,43,10.00000000,1,139
493,44,3.00000000,1,102
494,44,8.00000000,1,163
495,44,0.00000000,1,185
496,44,10.00000000,1,144
497,44,2.00000000,1,50
498,44,5.00000000,1,244
499,44,8.00000000,1,2
500,44,9.00000000,1,224
501,44,1.00000000,1,1
502,44,0.00000000,1,248
503,44,5.00000000,1,144
504,44,5.00000000,1,162
505,44,5.00000000,1,22
506,44,10.00000000,1,8
507,44,2.00000000,1,28
508,44,0.00000000,1,55
509,44,0.00000000,1,55
510,44,4.00000000,1,114
511,44,7.00000000,1,242
512,44,4.00000000,1,204
513,44,3.00000000,1,9
514,45,0.00000000,1,122
515,45,9.00000000,1,237
516,45,0.00000000,1,151
517,45,7.00000000,1,202
518,45,0.00000000,1,2
519,45,3.00000000,1,108
520,45,9.00000000,1,110
521,45,10.00000000,1,176
522,45,1.00000000,1,58
523,45,10.00000000,1,155
524,47,5.00000000,1,64
525,47,9.00000000,1,186
526,47,2.00000000,1,228
527,47,8.00000000,1,192
528,47,7.00000000,1,97
529,47,9.00000000,1,146
530,47,6.00000000,1,200
531,47,0.00000000,1,120
532,47,5.00000000,1,74
533,47,0.00000000,1,195
534,47,8.00000000,1,89
535,47,2.00000000,1,14
536,47,7.00000000,1,10
537,47,0.00000000,1,196
538,47,9.00000000,1,190
539,47,7.00000000,1,227
540,47,2.00000000,1,1
541,47,2.00000000,1,255
542,47,8.00000000,1,178
543,47,4.00000000,1,137
544,47,10.00000000,1,101
545,47,10.00000000,1,81
546,47,1.00000000,1,5
547,47,1.00000000,1,74
548,47,0.00000000,1,190
549,48,3.00000000,1,158
550,48,0.00000000,1,208
551,48,7.00000000,1,254
552,48,2.00000000,1,212
553,48,10.00000000,1,4
554,48,6.00000000,1,237
555,48,5.00000000,1,201
556,48,2.00000000,1,20
557,48,9.00000000,1,63
558,48,0.00000000,1,242
559,48,9.00000000,1,104
560,48,0.00000000,1,173
561,48,8.00000000,1,197
562,48,9.00000000,1,2
563,48,5.00000000,1,18
564,48,1.00000000,1,148
565,48,9.00000000,1,246
566,48,7.00000000,1,175
567,49,4.00000000,1,65
568,49,10.00000000,1,189
569,49,2.00000000,1,161
570,49,9.00000000,1,218
571,49,3.00000000,1,56
572,49,3.00000000,1,253
573,49,6.00000000,1,197
574,49,3.00000000,1,239
575,49,5.00000000,1,229
576,49,5.00000000,1,196
577,49,5.00000000,1,222
578,49,0.00000000,1,156
579,49,5.00000000,1,94
580,49,1.00000000,1,54
581,49,1.00000000,1,190
582,49,3.00000000,1,86
583,50,5.00000000,1,132
584,50,8.00000000,1,84
585,50,5.00000000,1,95
586,50,9.00000000,1,218
587,50,8.00000000,1,197
588,50,6.00000000,1,203
589,50,8.00000000,1,61
590,50,6.00000000,1,243
591,50,8.00000000,1,14
592,50,6.00000000,1,242
593,50,1.00000000,1,244
594,50,8.00000000,1,143
595,50,5.00000000,1,24
596,50,10.00000000,1,79
597,50,5.00000000,1,63
598,50,0.00000000,1,71
599,50,1.00000000,1,66
600,50,7.00000000,1,46
601,50,5.00000000,1,190
602,50,4.00000000,1,182
603,50,4.00000000,1,12
604,50,7.00000000,1,28
605,50,9.00000000,1,116
606,50,4.00000000,1,254
607,50,1.00000000,1,157
608,51,0.00000000,1,147
609,51,9.00000000,1,167
610,51,8.00000000,1,179
611,51,3.00000000,1,2
612,51,3.00000000,1,4
613,51,8.00000000,1,182
614,51,4.00000000,1,34
615,51,7.00000000,1,228
616,51,8.00000000,1,221
617,51,10.00000000,1,123
618,51,8.00000000,1,61
619,51,2.00000000,1,92
620,51,6.00000000,1,196
621,51,5.00000000,1,188
622,52,5.00000000,1,255
623,52,3.00000000,1,204
624,52,1.00000000,1,19
625,52,4.00000000,1,169
626,52,10.00000000,1,17
627,52,10.00000000,1,173
628,52,6.00000000,1,65
629,52,4.00000000,1,146
630,52,0.00000000,1,63
631,52,5.00000000,1,245
632,52,7.00000000,1,174
633,52,9.00000000,1,169
634,52,3.00000000,1,43
635,52,0.00000000,1,81
636,52,6.00000000,1,128
637,52,8.00000000,1,46
638,52,7.00000000,1,26
639,52,8.00000000,1,53
640,52,9.00000000,1,190
641,52,2.00000000,1,101
642,53,4.00000000,1,189
643,53,7.00000000,1,179
644,53,6.00000000,1,201
645,53,4.00000000,1,10
646,53,3.00000000,1,22
647,53,5.00000000,1,246
648,53,1.00000000,1,134
649,53,3.00000000,1,19
650,53,4.00000000,1,45
651,54,3.00000000,1,38
652,54,6.00000000,1,162
653,54,9.00000000,1,216
654,54,5.00000000,1,209
655,54,6.00000000,1,175
656,54,4.00000000,1,33
657,54,6.00000000,1,89
658,54,3.00000000,1,222
659,54,1.00000000,1,166
660,54,4.00000000,1,101
661,54,6.00000000,1,244
662,54,9.00000000,1,33
663,54,10.00000000,1,221
664,54,0.00000000,1,162
665,54,0.00000000,1,153
666,54,0.00000000,1,18
667,55,3.00000000,1,52
668,55,1.00000000,1,32
669,55,10.00000000,1,199
670,55,1.00000000,1,79
671,55,5.00000000,1,132
672,55,4.00000000,1,160
673,55,4.00000000,1,105
674,55,8.00000000,1,34
675,55,9.00000000,1,36
676,55,9.00000000,1,24
677,56,10.00000000,1,192
678,56,6.00000000,1,203
679,56,1.00000000,1,255
680,56,7.00000000,1,189
681,56,2.00000000,1,100
682,56,7.00000000,1,51
683,57,4.00000000,1,217
684,57,10.00000000,1,64
685,57,1.00000000,1,6
686,57,4.00000000,1,55
687,57,6.00000000,1,50
688,57,7.00000000,1,32
689,57,8.00000000,1,175
690,57,2.00000000,1,253
691,59,4.00000000,1,49
692,59,9.00000000,1,179
693,59,3.00000000,1,218
694,59,2.00000000,1,9
695,60,6.00000000,1,52
696,60,5.00000000,1,119
697,60,8.00000000,1,154
698,60,7.00000000,1,74
699,60,4.00000000,1,251
700,60,8.00000000,1,73
701,60,3.00000000,1,84
702,60,3.00000000,1,2
703,60,4.00000000,1,78
704,60,5.00000000,1,10
705,60,1.00000000,1,194
706,60,6.00000000,1,159
707,60,8.00000000,1,124
708,60,3.00000000,1,140
709,60,0.00000000,1,63
710,60,1.00000000,1,77
711,60,3.00000000,1,10
712,62,5.00000000,1,154
713,62,7.00000000,1,75
714,62,9.00000000,1,48
715,62,7.00000000,1,187
716,62,0.00000000,1,148
717,62,2.00000000,1,108
718,62,4.00000000,1,90
719,62,1.00000000,1,46
720,62,1.00000000,1,100
721,62,3.00000000,1,152
722,63,2.00000000,1,72
723,63,10.00000000,1,152
724,63,2.00000000,1,72
725,63,0.00000000,1,189
726,63,10.00000000,1,222
727,63,4.00000000,1,194
728,63,1.00000000,1,195
729,63,9.00000000,1,73
730,63,3.00000000,1,199
731,63,3.00000000,1,188
732,63,5.00000000,1,194
733,63,0.00000000,1,226
734,64,2.00000000,1,183
735,64,3.00000000,1,17
736,64,3.00000000,1,118
737,64,10.00000000,1,105
738,64,0.00000000,1,8
739,64,1.00000000,1,21
740,64,1.00000000,1,28
741,64,1.00000000,1,233
742,64,6.00000000,1,184
743,64,0.00000000,1,183
744,65,8.00000000,1,92
745,65,10.00000000,1,234
746,65,7.00000000,1,62
747,65,10.00000000,1,149
748,66,6.00000000,1,242
749,66,10.00000000,1,109
750,66,3.00000000,1,210
751,66,3.00000000,1,131
752,66,6.00000000,1,69
753,66,4.00000000,1,160
754,66,4.00000000,1,236
755,66,8.00000000,1,15
756,66,4.00000000,1,2
757,66,1.00000000,1,143
758,66,4.00000000,1,228
759,66,5.00000000,1,249
760,66,10.00000000,1,209
761,66,2.00000000,1,34
762,66,5.00000000,1,238
763,66,3.00000000,1,3
764,67,0.00000000,1,170
765,68,0.00000000,1,174
766,68,5.00000000,1,5
767,68,1.00000000,1,198
768,68,9.00000000,1,127
769,68,10.00000000,1,192
770,68,9.00000000,1,106
771,68,8.00000000,1,66
772,68,9.00000000,1,63
773,68,0.00000000,1,49
774,68,4.00000000,1,177
775,68,10.00000000,1,119
776,68,10.00000000,1,144
777,68,8.00000000,1,4
778,68,7.00000000,1,237
779,68,5.00000000,1,18
780,68,4.00000000,1,127
781,68,9.00000000,1,174
782,68,7.00000000,1,69
783,68,7.00000000,1,116
784,68,2.00000000,1,109
785,68,3.00000000,1,154
786,69,7.00000000,1,90
787,70,2.00000000,1,144
788,70,2.00000000,1,165
789,70,9.00000000,1,75
790,70,5.00000000,1,142
791,70,3.00000000,1,112
792,70,6.00000000,1,163
793,70,2.00000000,1,42
794,70,9.00000000,1,10
795,70,2.00000000,1,107
796,70,10.00000000,1,217
797,70,3.00000000,1,139
798,70,4.00000000,1,214
799,70,6.00000000,1,50
800,71,10.00000000,1,119
801,72,2.00000000,1,84
802,72,2.00000000,1,73
803,72,4.00000000,1,73
804,72,10.00000000,1,14
805,72,8.00000000,1,157
806,72,4.00000000,1,139
807,72,8.00000000,1,211
808,72,10.00000000,1,4
809,72,0.00000000,1,253
810,72,3.00000000,1,164
811,72,6.00000000,1,55
812,72,5.00000000,1,31
813,72,2.00000000,1,116
814,72,3.00000000,1,149
815,72,9.00000000,1,125
816,72,7.00000000,1,186
817,72,2.00000000,1,54
818,72,6.00000000,1,52
819,72,5.00000000,1,35
820,72,10.00000000,1,68
821,72,0.00000000,1,44
822,72,4.00000000,1,169
823,72,10.00000000,1,157
824,72,4.00000000,1,193
825,72,0.00000000,1,113
826,73,5.00000000,1,100
827,73,1.00000000,1,242
828,73,2.00000000,1,65
829,73,8.00000000,1,70
830,73,10.00000000,1,9
831,73,1.00000000,1,255
832,73,0.00000000,1,230
833,73,3.00000000,1,197
834,73,10.00000000,1,197
835,73,0.00000000,1,252
836,73,5.00000000,1,99
837,73,9.00000000,1,132
838,74,7.00000000,1,8
839,74,9.00000000,1,170
840,74,10.00000000,1,240
841,74,7.00000000,1,28
842,74,7.00000000,1,173
843,74,4.00000000,1,79
844,74,10.00000000,1,133
845,74,4.00000000,1,88
846,74,6.00000000,1,213
847,74,3.00000000,1,30
848,74,4.00000000,1,86
849,74,1.00000000,1,187
850,74,2.00000000,1,159
851,74,7.00000000,1,37
852,74,3.00000000,1,235
853,74,0.00000000,1,13
854,74,3.00000000,1,29
855,74,1.00000000,1,7
856,74,5.00000000,1,1
857,74,10.00000000,1,236
858,74,4.00000000,1,213
859,74,1.00000000,1,124
860,74,10.00000000,1,8
861,74,10.00000000,1,72
862,74,9.00000000,1,65
863,75,5.00000000,1,20
864,75,2.00000000,1,145
865,75,2.00000000,1,179
866,75,3.00000000,1,47
867,75,5.00000000,1,144
868,75,8.00000000,1,133
869,75,5.00000000,1,183
870,75,7.00000000,1,29
871,75,0.00000000,1,47
872,75,9.00000000,1,98
873,75,6.00000000,1,211
874,75,8.00000000,1,16
875,76,3.00000000,1,231
876,76,4.00000000,1,247
877,76,1.00000000,1,226
878,76,1.00000000,1,225
879,76,2.00000000,1,207
880,77,4.00000000,1,202
881,77,6.00000000,1,44
882,77,3.00000000,1,226
883,77,5.00000000,1,96
884,77,5.00000000,1,44
885,78,10.00000000,1,60
886,78,1.00000000,1,250
887,78,3.00000000,1,153
888,78,6.00000000,1,39
889,78,3.00000000,1,104
890,78,8.00000000,1,171
891,78,4.00000000,1,45
892,79,1.00000000,1,16
893,81,1.00000000,1,241
894,82,7.00000000,1,191
895,82,5.00000000,1,211
896,82,3.00000000,1,21
897,82,8.00000000,1,192
898,82,0.00000000,1,162
899,82,1.00000000,1,165
900,82,2.00000000,1,242
901,82,10.00000000,1,7
902,82,5.00000000,1,97
903,82,2.00000000,1,183
904,82,10.00000000,1,219
905,82,8.00000000,1,177
906,82,2.00000000,1,229
907,82,8.00000000,1,68
908,83,4.00000000,1,29
909,83,7.00000000,1,130
910,83,2.00000000,1,115
911,83,4.00000000,1,198
912,83,10.00000000,1,212
913,83,5.00000000,1,61
914,83,6.00000000,1,176
915,83,1.00000000,1,6
916,83,10.00000000,1,55
917,84,9.00000000,1,6
918,84,6.00000000,1,75
919,84,10.00000000,1,255
920,84,4.00000000,1,76
921,84,4.00000000,1,87
922,84,2.00000000,1,37
923,84,5.00000000,1,215
924,84,6.00000000,1,147
925,84,1.00000000,1,203
926,84,5.00000000,1,206
927,84,4.00000000,1,191
928,85,10.00000000,1,40
929,85,10.00000000,1,67
930,85,3.00000000,1,198
931,85,1.00000000,1,21
932,85,4.00000000,1,161
933,85,7.00000000,1,247
934,85,1.00000000,1,62
935,85,7.00000000,1,177
936,85,1.00000000,1,217
937,85,5.00000000,1,138
938,85,2.00000000,1,252
939,85,7.00000000,1,115
940,85,3.00000000,1,80
941,85,4.00000000,1,131
942,85,9.00000000,1,180
943,85,10.00000000,1,163
944,85,4.00000000,1,140
945,86,0.00000000,1,117
946,86,1.00000000,1,41
947,86,4.00000000,1,13
948,86,0.00000000,1,178
949,86,7.00000000,1,101
950,87,3.00000000,1,223
951,87,5.00000000,1,119
952,87,0.00000000,1,34
953,87,2.00000000,1,170
954,87,5.00000000,1,110
955,87,1.00000000,1,195
956,87,1.00000000,1,58
957,87,0.00000000,1,18
958,87,8.00000000,1,114
959,87,5.00000000,1,15
960,87,10.00000000,1,110
961,87,9.00000000,1,237
962,87,8.00000000,1,37
963,87,2.00000000,1,114
964,88,9.00000000,1,123
965,88,3.00000000,1,117
966,88,7.00000000,1,118
967,88,7.00000000,1,202
968,88,1.00000000,1,231
969,88,4.00000000,1,209
970,88,5.00000000,1,184
971,88,10.00000000,1,113
972,88,4.00000000,1,176
973,88,5.00000000,1,53
974,88,2.00000000,1,78
975,88,7.00000000,1,80
976,88,2.00000000,1,248
977,88,6.00000000,1,222
978,88,6.00000000,1,85
979,88,8.00000000,1,108
980,88,1.00000000,1,247
981,88,3.00000000,1,187
982,88,6.00000000,1,61
983,88,10.00000000,1,193
984,88,7.00000000,1,119
985,88,0.00000000,1,241
986,89,0.00000000,1,11
987,89,4.00000000,1,141
988,89,2.00000000,1,104
989,89,3.00000000,1,228
990,89,9.00000000,1,19
991,89,7.00000000,1,170
992,89,5.00000000,1,166
993,89,2.00000000,1,23
994,89,6.00000000,1,162
995,89,5.00000000,1,32
