# num-edges , num-vertices ,VariableBandWidthRandom_256
1028,256
# edge num,from,to,edge price 
192,40,213,11.4018
193,213,40,11.4018
194,15,19,12.0416
195,19,15,12.0416
196,162,22,9.84886
197,22,162,9.84886
198,132,70,4.47214
199,70,132,4.47214
200,142,253,7.07107
201,253,142,7.07107
202,6,93,8.60233
203,93,6,8.60233
204,179,142,11.4018
205,142,179,11.4018
206,150,34,8.06226
207,34,150,8.06226
208,69,119,3.60555
209,119,69,3.60555
210,60,79,3.16228
211,79,60,3.16228
212,162,243,5.09902
213,243,162,5.09902
214,86,153,5
215,153,86,5
216,63,238,11.0454
217,238,63,11.0454
218,47,237,12.1655
219,237,47,12.1655
220,225,106,12.0416
221,106,225,12.0416
222,211,250,7.28011
223,250,211,7.28011
224,16,33,1.41421
225,33,16,1.41421
226,34,239,17.6918
227,239,34,17.6918
228,200,108,7.2111
229,108,200,7.2111
230,36,134,6.32456
231,134,36,6.32456
232,115,99,1
233,99,115,1
234,156,65,12.083
235,65,156,12.083
236,20,70,3.60555
237,70,20,3.60555
238,224,243,3.16228
239,243,224,3.16228
240,197,28,13.0384
241,28,197,13.0384
242,231,131,7.2111
243,131,231,7.2111
244,99,153,6.7082
245,153,99,6.7082
246,164,237,9.84886
247,237,164,9.84886
248,136,69,5
249,69,136,5
250,146,137,7.07107
251,137,146,7.07107
252,185,219,2.82843
253,219,185,2.82843
254,145,144,1
255,144,145,1
256,225,239,14
257,239,225,14
258,240,220,12.1655
259,220,240,12.1655
260,254,212,10.198
261,212,254,10.198
262,203,239,4.47214
263,239,203,4.47214
264,27,189,10.198
265,189,27,10.198
266,151,55,6
267,55,151,6
268,126,34,13
269,34,126,13
270,251,145,11.6619
271,145,251,11.6619
272,34,102,5.65685
273,102,34,5.65685
274,225,11,17.2047
275,11,225,17.2047
276,104,182,5.38516
277,182,104,5.38516
278,206,238,2
279,238,206,2
280,9,52,5.83095
281,52,9,5.83095
282,110,252,9.21954
283,252,110,9.21954
284,79,85,10.0499
285,85,79,10.0499
286,116,246,8.24621
287,246,116,8.24621
288,133,135,2
289,135,133,2
290,161,97,4
291,97,161,4
292,172,24,9.84886
293,24,172,9.84886
294,33,138,10.8167
295,138,33,10.8167
296,111,83,12.0416
297,83,111,12.0416
298,30,200,12.53
299,200,30,12.53
300,89,236,9.48683
301,236,89,9.48683
302,144,1,9.05539
303,1,144,9.05539
304,70,158,9.43398
305,158,70,9.43398
306,82,111,13.0384
307,111,82,13.0384
308,23,18,5
309,18,23,5
310,123,164,7.61577
311,164,123,7.61577
312,170,3,12.2066
313,3,170,12.2066
314,235,204,2.23607
315,204,235,2.23607
316,10,160,14.1421
317,160,10,14.1421
318,36,51,1.41421
319,51,36,1.41421
320,226,49,11.0454
321,49,226,11.0454
322,92,7,7.07107
323,7,92,7.07107
324,56,254,13.4164
325,254,56,13.4164
326,208,94,16.1245
327,94,208,16.1245
328,87,108,5.09902
329,108,87,5.09902
330,90,122,2
331,122,90,2
332,13,106,6.7082
333,106,13,6.7082
334,70,76,6
335,76,70,6
336,23,11,4.12311
337,11,23,4.12311
338,98,56,6.7082
339,56,98,6.7082
340,218,116,8.48528
341,116,218,8.48528
342,84,24,5.65685
343,24,84,5.65685
344,84,249,11.1803
345,249,84,11.1803
346,48,131,5.83095
347,131,48,5.83095
348,81,131,3.60555
349,131,81,3.60555
350,74,79,5
351,79,74,5
352,226,53,11.4018
353,53,226,11.4018
354,73,84,5.09902
355,84,73,5.09902
356,11,79,5.65685
357,79,11,5.65685
358,125,115,10
359,115,125,10
360,188,82,11.6619
361,82,188,11.6619
362,115,216,7.81025
363,216,115,7.81025
364,2,101,6.7082
365,101,2,6.7082
366,198,123,7.07107
367,123,198,7.07107
368,127,247,11.3137
369,247,127,11.3137
370,55,237,12.53
371,237,55,12.53
372,24,166,9.21954
373,166,24,9.21954
374,0,81,5.09902
375,81,0,5.09902
376,237,95,9.21954
377,95,237,9.21954
378,102,168,4.47214
379,168,102,4.47214
380,142,199,8.06226
381,199,142,8.06226
382,142,83,11.4018
383,83,142,11.4018
384,108,218,7.28011
385,218,108,7.28011
386,145,210,4.12311
387,210,145,4.12311
388,141,210,12.083
389,210,141,12.083
390,132,75,8.06226
391,75,132,8.06226
392,144,103,7.61577
393,103,144,7.61577
394,161,164,3
395,164,161,3
396,183,150,2.23607
397,150,183,2.23607
398,101,168,5
399,168,101,5
400,252,22,15.2315
401,22,252,15.2315
402,56,110,6.7082
403,110,56,6.7082
404,40,87,3.16228
405,87,40,3.16228
406,94,125,2.23607
407,125,94,2.23607
408,180,196,1
409,196,180,1
410,40,52,4.12311
411,52,40,4.12311
412,151,70,5.09902
413,70,151,5.09902
414,103,106,3
415,106,103,3
416,92,9,5.83095
417,9,92,5.83095
418,38,81,5.83095
419,81,38,5.83095
420,119,130,5.09902
421,130,119,5.09902
422,153,160,9.05539
423,160,153,9.05539
424,217,177,8.24621
425,177,217,8.24621
426,80,241,10.0499
427,241,80,10.0499
428,194,163,2.23607
429,163,194,2.23607
430,176,103,8.60233
431,103,176,8.60233
432,215,60,11.1803
433,60,215,11.1803
434,164,149,1.41421
435,149,164,1.41421
436,116,51,4.12311
437,51,116,4.12311
438,144,155,11
439,155,144,11
440,67,94,11.0454
441,94,67,11.0454
442,135,146,5.09902
443,146,135,5.09902
444,14,48,14.3178
445,48,14,14.3178
446,189,43,9.21954
447,43,189,9.21954
448,209,128,5.09902
449,128,209,5.09902
450,63,146,14.3178
451,146,63,14.3178
452,20,139,9.89949
453,139,20,9.89949
454,225,153,9.43398
455,153,225,9.43398
456,119,61,7.2111
457,61,119,7.2111
458,120,18,8.48528
459,18,120,8.48528
460,143,172,3.60555
461,172,143,3.60555
462,74,124,3.60555
463,124,74,3.60555
464,240,230,6.08276
465,230,240,6.08276
466,195,227,2
467,227,195,2
468,139,236,6.08276
469,236,139,6.08276
470,106,1,10.8167
471,1,106,10.8167
472,59,254,12.3693
473,254,59,12.3693
474,19,169,10.8167
475,169,19,10.8167
476,154,25,8.06226
477,25,154,8.06226
478,85,102,1.41421
479,102,85,1.41421
480,25,191,11.6619
481,191,25,11.6619
482,62,95,2.23607
483,95,62,2.23607
484,80,246,11.6619
485,246,80,11.6619
486,70,125,7.61577
487,125,70,7.61577
488,146,147,1
489,147,146,1
490,130,208,5.38516
491,208,130,5.38516
492,197,184,3.16228
493,184,197,3.16228
494,26,47,5.09902
495,47,26,5.09902
496,112,156,12.1655
497,156,112,12.1655
498,253,31,14.1421
499,31,253,14.1421
500,22,138,8.06226
501,138,22,8.06226
502,211,247,4.47214
503,247,211,4.47214
504,195,45,14.1421
505,45,195,14.1421
506,52,65,3.16228
507,65,52,3.16228
508,228,10,15.2315
509,10,228,15.2315
510,23,98,7.07107
511,98,23,7.07107
512,91,78,3.16228
513,78,91,3.16228
514,141,126,1.41421
515,126,141,1.41421
516,211,202,7.07107
517,202,211,7.07107
518,175,150,9.05539
519,150,175,9.05539
520,81,60,11.1803
521,60,81,11.1803
522,212,243,2.23607
523,243,212,2.23607
524,12,208,17.6918
525,208,12,17.6918
526,8,200,12
527,200,8,12
528,127,230,11.4018
529,230,127,11.4018
530,186,19,12.2066
531,19,186,12.2066
532,188,22,11.6619
533,22,188,11.6619
534,181,196,1.41421
535,196,181,1.41421
536,3,113,7.28011
537,113,3,7.28011
538,82,33,3.16228
539,33,82,3.16228
540,147,10,11.4018
541,10,147,11.4018
542,235,105,8.24621
543,105,235,8.24621
544,192,182,6.08276
545,182,192,6.08276
546,146,183,5.38516
547,183,146,5.38516
548,70,15,9.84886
549,15,70,9.84886
550,3,42,7.28011
551,42,3,7.28011
552,221,191,2.82843
553,191,221,2.82843
554,216,67,10.2956
555,67,216,10.2956
556,14,251,15.2971
557,251,14,15.2971
558,252,142,7.28011
559,142,252,7.28011
560,68,77,9
561,77,68,9
562,98,133,3.60555
563,133,98,3.60555
564,38,151,7.07107
565,151,38,7.07107
566,247,177,7.2111
567,177,247,7.2111
568,36,85,3.16228
569,85,36,3.16228
570,213,18,12.3693
571,18,213,12.3693
572,80,34,3.60555
573,34,80,3.60555
574,185,193,8.06226
575,193,185,8.06226
576,112,126,14
577,126,112,14
578,183,212,3.60555
579,212,183,3.60555
580,81,206,14.7648
581,206,81,14.7648
582,44,130,11.6619
583,130,44,11.6619
584,94,164,11.1803
585,164,94,11.1803
586,245,136,7.61577
587,136,245,7.61577
588,112,65,3.16228
589,65,112,3.16228
590,222,202,4.12311
591,202,222,4.12311
592,232,88,9
593,88,232,9
594,93,62,2.23607
595,62,93,2.23607
596,252,21,15.6525
597,21,252,15.6525
598,129,6,9.43398
599,6,129,9.43398
600,78,94,1
601,94,78,1
602,37,220,13.0384
603,220,37,13.0384
604,195,89,9.21954
605,89,195,9.21954
606,105,179,7.81025
607,179,105,7.81025
608,146,46,13.8924
609,46,146,13.8924
610,99,155,8.544
611,155,99,8.544
612,155,14,9.48683
613,14,155,9.48683
614,17,230,13.9284
615,230,17,13.9284
616,251,116,10.6301
617,116,251,10.6301
618,146,137,7.07107
619,137,146,7.07107
620,221,170,4.24264
621,170,221,4.24264
622,150,197,3.16228
623,197,150,3.16228
624,146,144,2
625,144,146,2
626,20,6,2.23607
627,6,20,2.23607
628,229,153,6.40312
629,153,229,6.40312
630,59,11,3
631,11,59,3
632,168,22,9.21954
633,22,168,9.21954
634,170,71,6.7082
635,71,170,6.7082
636,147,183,4.47214
637,183,147,4.47214
638,227,135,7.2111
639,135,227,7.2111
640,79,78,1
641,78,79,1
642,253,214,7.28011
643,214,253,7.28011
644,205,215,6.08276
645,215,205,6.08276
646,154,157,3
647,157,154,3
648,220,182,6.32456
649,182,220,6.32456
650,25,15,6.08276
651,15,25,6.08276
652,251,63,12.6491
653,63,251,12.6491
654,13,196,15
655,196,13,15
656,107,123,1
657,123,107,1
658,237,164,9.84886
659,164,237,9.84886
660,137,41,6
661,41,137,6
662,13,7,6
663,7,13,6
664,91,4,8.60233
665,4,91,8.60233
666,204,27,11.0454
667,27,204,11.0454
668,105,68,5.38516
669,68,105,5.38516
670,15,133,12.8062
671,133,15,12.8062
672,206,103,9.21954
673,103,206,9.21954
674,239,75,10.7703
675,75,239,10.7703
676,142,49,13.9284
677,49,142,13.9284
678,175,241,14.8661
679,241,175,14.8661
680,42,242,15.2643
681,242,42,15.2643
682,241,226,1.41421
683,226,241,1.41421
684,114,7,8.60233
685,7,114,8.60233
686,41,18,7.07107
687,18,41,7.07107
688,155,163,8.06226
689,163,155,8.06226
690,81,226,9.05539
691,226,81,9.05539
692,145,208,4.12311
693,208,145,4.12311
694,223,68,14.2127
695,68,223,14.2127
696,142,176,14.3178
697,176,142,14.3178
698,244,31,17.8045
699,31,244,17.8045
700,236,9,14.3178
701,9,236,14.3178
702,214,245,2.23607
703,245,214,2.23607
704,56,0,8.544
705,0,56,8.544
706,160,195,3.60555
707,195,160,3.60555
708,135,37,6.32456
709,37,135,6.32456
710,56,40,1
711,40,56,1
712,13,176,17.0294
713,176,13,17.0294
714,130,202,8.94427
715,202,130,8.94427
716,235,10,14.0357
717,10,235,14.0357
718,211,246,3.60555
719,246,211,3.60555
720,73,144,10.2956
721,144,73,10.2956
722,169,134,3.60555
723,134,169,3.60555
724,165,147,2.23607
725,147,165,2.23607
726,153,8,9.05539
727,8,153,9.05539
728,106,163,8.06226
729,163,106,8.06226
730,136,28,8.06226
731,28,136,8.06226
732,197,13,14.4222
733,13,197,14.4222
734,180,162,2.23607
735,162,180,2.23607
736,120,5,7.61577
737,5,120,7.61577
738,96,186,11.1803
739,186,96,11.1803
740,29,139,7.28011
741,139,29,7.28011
742,172,121,4.24264
743,121,172,4.24264
744,52,143,12.083
745,143,52,12.083
746,14,81,13.9284
747,81,14,13.9284
748,244,183,5
749,183,244,5
750,158,200,6.7082
751,200,158,6.7082
752,91,89,2
753,89,91,2
754,108,124,1
755,124,108,1
756,35,156,11.4018
757,156,35,11.4018
758,23,100,5.83095
759,100,23,5.83095
760,242,218,8.24621
761,218,242,8.24621
762,155,88,5
763,88,155,5
764,209,73,12.0416
765,73,209,12.0416
766,107,212,9.89949
767,212,107,9.89949
768,223,219,4
769,219,223,4
770,192,249,9.48683
771,249,192,9.48683
772,70,98,4.47214
773,98,70,4.47214
774,48,212,10.7703
775,212,48,10.7703
776,111,248,11.4018
777,248,111,11.4018
778,130,227,6.08276
779,227,130,6.08276
780,114,158,12.1655
781,158,114,12.1655
782,193,213,4.12311
783,213,193,4.12311
784,209,35,11.1803
785,35,209,11.1803
786,143,146,13.0384
787,146,143,13.0384
788,101,72,3.60555
789,72,101,3.60555
790,188,123,4.12311
791,123,188,4.12311
792,152,33,9.89949
793,33,152,9.89949
794,23,243,14.5602
795,243,23,14.5602
796,213,190,9.21954
797,190,213,9.21954
798,132,30,12.2066
799,30,132,12.2066
800,61,11,3.60555
801,11,61,3.60555
802,79,232,12.2066
803,232,79,12.2066
804,156,245,9.21954
805,245,156,9.21954
806,192,74,12.8062
807,74,192,12.8062
808,155,206,4.24264
809,206,155,4.24264
810,240,201,9.48683
811,201,240,9.48683
812,55,243,12.6491
813,243,55,12.6491
814,218,63,11.1803
815,63,218,11.1803
816,113,172,11.4018
817,172,113,11.4018
818,181,221,8.24621
819,221,181,8.24621
820,71,83,4.12311
821,83,71,4.12311
822,130,113,1.41421
823,113,130,1.41421
824,228,185,5.83095
825,185,228,5.83095
826,225,229,4
827,229,225,4
828,20,197,11.0454
829,197,20,11.0454
830,40,8,2
831,8,40,2
832,250,94,10.7703
833,94,250,10.7703
834,182,146,4.47214
835,146,182,4.47214
836,5,139,10
837,139,5,10
838,133,98,3.60555
839,98,133,3.60555
840,32,217,14.2127
841,217,32,14.2127
842,255,9,16.1555
843,9,255,16.1555
844,41,254,13.9284
845,254,41,13.9284
846,19,140,11.4018
847,140,19,11.4018
848,165,187,6.08276
849,187,165,6.08276
850,135,102,2.23607
851,102,135,2.23607
852,178,7,12.083
853,7,178,12.083
854,144,205,13.3417
855,205,144,13.3417
856,60,105,4.24264
857,105,60,4.24264
858,160,54,9.21954
859,54,160,9.21954
860,116,166,3.60555
861,166,116,3.60555
862,127,27,7.2111
863,27,127,7.2111
864,126,156,2.82843
865,156,126,2.82843
866,157,252,6.08276
867,252,157,6.08276
868,106,110,4
869,110,106,4
870,167,164,3
871,164,167,3
872,102,225,9.43398
873,225,102,9.43398
874,88,173,7.07107
875,173,88,7.07107
876,50,6,5
877,6,50,5
878,146,70,6.40312
879,70,146,6.40312
880,212,26,13.4164
881,26,212,13.4164
882,173,52,11.4018
883,52,173,11.4018
884,140,170,2.82843
885,170,140,2.82843
886,15,23,8.06226
887,23,15,8.06226
888,10,250,15
889,250,10,15
890,252,239,3.16228
891,239,252,3.16228
892,223,168,7.61577
893,168,223,7.61577
894,176,222,14.1421
895,222,176,14.1421
896,50,141,12.083
897,141,50,12.083
898,171,48,13.0384
899,48,171,13.0384
900,180,228,3
901,228,180,3
902,77,152,7.07107
903,152,77,7.07107
904,214,174,8.544
905,174,214,8.544
906,162,188,10.0499
907,188,162,10.0499
908,57,85,4.47214
909,85,57,4.47214
910,127,244,13.6015
911,244,127,13.6015
912,101,143,10.198
913,143,101,10.198
914,206,79,8.06226
915,79,206,8.06226
916,191,133,10.4403
917,133,191,10.4403
918,38,216,11.1803
919,216,38,11.1803
920,181,53,8
921,53,181,8
922,159,23,11.3137
923,23,159,11.3137
924,60,20,8.24621
925,20,60,8.24621
926,228,218,6.08276
927,218,228,6.08276
928,124,248,8.94427
929,248,124,8.94427
930,137,53,6.40312
931,53,137,6.40312
932,201,54,9.48683
933,54,201,9.48683
934,159,199,8.544
935,199,159,8.544
936,214,7,13.0384
937,7,214,13.0384
938,134,63,10.2956
939,63,134,10.2956
940,37,49,4.12311
941,49,37,4.12311
942,3,31,12.0416
943,31,3,12.0416
944,194,227,2.23607
945,227,194,2.23607
946,146,192,3.60555
947,192,146,3.60555
948,49,224,11.0454
949,224,49,11.0454
950,254,150,10
951,150,254,10
952,165,223,10.4403
953,223,165,10.4403
954,46,182,12.0416
955,182,46,12.0416
956,115,50,4.12311
957,50,115,4.12311
958,66,149,5.83095
959,149,66,5.83095
960,197,167,2.82843
961,167,197,2.82843
962,223,19,16.9706
963,19,223,16.9706
964,147,172,9.05539
965,172,147,9.05539
966,198,184,2.23607
967,184,198,2.23607
968,207,182,9.05539
969,182,207,9.05539
970,172,61,7.07107
971,61,172,7.07107
972,224,227,3
973,227,224,3
974,70,78,8
975,78,70,8
976,82,222,14.4222
977,222,82,14.4222
978,163,142,11.1803
979,142,163,11.1803
980,204,3,15
981,3,204,15
982,190,220,2.82843
983,220,190,2.82843
984,66,195,8.06226
985,195,66,8.06226
986,84,213,8.06226
987,213,84,8.06226
988,107,74,2.23607
989,74,107,2.23607
990,243,153,8.48528
991,153,243,8.48528
992,118,96,6.08276
993,96,118,6.08276
994,84,210,8.24621
995,210,84,8.24621
996,249,141,8.06226
997,141,249,8.06226
998,234,243,7.07107
999,243,234,7.07107
1000,42,129,10.8167
1001,129,42,10.8167
1002,187,190,3
1003,190,187,3
1004,81,178,6.08276
1005,178,81,6.08276
1006,111,9,8.48528
1007,9,111,8.48528
1008,125,71,6.7082
1009,71,125,6.7082
1010,166,193,5.38516
1011,193,166,5.38516
1012,118,53,4.12311
1013,53,118,4.12311
1014,143,47,6
1015,47,143,6
1016,244,168,6.40312
1017,168,244,6.40312
1018,183,122,5
1019,122,183,5
1020,64,14,14.5602
1021,14,64,14.5602
1022,117,164,3.16228
1023,164,117,3.16228
1024,148,30,12.8062
1025,30,148,12.8062
1026,233,110,9.43398
1027,110,233,9.43398
